Date,Inflow_Total_cfs,Inflow_Total_AF,Total_Outflow_cfs,Total_Outflow_AF,Power_Release_cfs,Power_Release_AF,River_Outlet_Release_cfs,River_Outlet_Release_AF,InflowTemp_degF,Gate_Upp,Gate_Mid,Gate_PRG,Gate_SDG,Riv_Upp,Riv_Mid,Riv_Bot,Wind_msec,Wind_TKE_Term,AirTemp_degC,AirTemp_degF,SolRad_Wm2,Precip_mm,Precip_in,Tdew_degC,Evap_cfs,Storage_AF,Tw_Temp_degF,Precip_in_allzeros
11/27/2013,1723,3417.520661,3240,6426.446281,3240,6426.446281,0,0,44.6996711,0,0,0,2,0,0,0,0.128333333,0.152415451,8.725,47.705,78.91666667,0,0,3.719429771,41,1698933,53.7388876,0
11/28/2013,2362,4684.958678,3264,6474.049587,3264,6474.049587,0,0,44.99326315,0,0,0,2,0,0,0,0.92125,28.159263,10.42291667,50.76125,103.0833333,0,0,2.74647394,32,1697080,53.31650305,0
11/29/2013,3045,6039.669421,3246,6438.347107,3246,6438.347107,0,0,44.98524754,0,0,0,2,0,0,0,0.235833333,0.297069614,9.495833333,49.0925,105.7083333,0,0,2.752655279,32,1696600,53.43708216,0
11/30/2013,3008,5966.280992,3288,6521.652893,3288,6521.652893,0,0,45.02523679,0,0,0,2,0,0,0,0.920833333,1.187546004,12.16666667,53.9,102.4583333,0,0,4.687305082,32,1695999,53.21168691,0
12/1/2013,2467,4893.22314,3315,6575.206612,3315,6575.206612,0,0,44.94583663,0,0,0,2,0,0,0,0.3425,0.415261845,10.4875,50.8775,90.625,0,0,5.178538155,9,1694300,53.32700671,0
12/2/2013,3149,6245.950413,3424,6791.404959,3424,6791.404959,0,0,45.00591296,0,0,0,2,0,0,0,1.02875,11.92295841,8.008333333,46.415,58.08333333,0.025,0.000984252,5.041106812,36,1693683,53.1282968,0
12/3/2013,1931,3830.082645,3402,6747.768595,3402,6747.768595,0,0,44.5939456,0,0,0,2,0,0,0,4.35125,857.025025,8.441666667,47.195,104.2083333,0,0,-4.824559719,9,1690748,53.21680048,0
12/4/2013,2879,5710.413223,3346,6636.694215,3346,6636.694215,0,0,43.4711362,0,0,0,2,0,0,0,6.795416667,3986.877552,4.395833333,39.9125,106.5833333,0,0,-13.28149745,0,1689822,53.09546234,0
12/5/2013,3433,6809.256198,3182,6311.404959,3182,6311.404959,0,0,42.85007075,0,0,0,2,0,0,0,2.400416667,75.86611161,2.6375,36.7475,105.4166667,0,0,-12.11667238,18,1690285,52.89700084,0
12/6/2013,3340,6624.793388,3634,7207.933884,3634,7207.933884,0,0,42.62008457,0,0,0,2,0,0,0,1.040083333,1.345593614,-0.6625,30.8075,45.33333333,7.066716667,0.278217192,-4.98849347,18,1689667,52.57789958,0
12/7/2013,3170,6287.603306,3239,6424.46281,3239,6424.46281,0,0,42.43874982,0,0,0,2,0,0,0,1.206319444,71.64040753,0.151795635,32.27323214,92.625,1.4,0.05511811,-1.968552434,9,1689513,52.62918877,0
12/8/2013,2487,4932.892562,3032,6013.884298,3032,6013.884298,0,0,41.72689849,0,0,0,2,0,0,0,4.50125,571.5226182,0.8,33.44,103.9166667,0,0,-10.52516646,0,1688432,52.52359938,0
12/9/2013,2593,5143.140496,3362,6668.429752,3362,6668.429752,0,0,41.17968471,0,0,0,2,0,0,0,3.621666667,459.3125765,3.875,38.975,101.875,0,0,-10.16905548,9,1686888,52.35350639,0
12/10/2013,2880,5712.396694,3027,6003.966942,3027,6003.966942,0,0,40.501605,0,0,0,2,0,0,0,1.072083333,38.918119,4.175,39.515,88.83333333,0,0,-4.891555543,9,1686579,52.11614051,0
12/11/2013,2473,4905.123967,3061,6071.404959,3061,6071.404959,0,0,40.34332309,0,0,5,1,0,0,0,0.449583333,0.561673218,4.770833333,40.5875,97.625,0,0,-1.856625492,32,1685349,53.06778578,0
12/12/2013,2196,4355.702479,3083,6115.041322,3083,6115.041322,0,0,39.90831959,0,0,5,0,0,0,0,0.214166667,0.262846395,4.345833333,39.8225,94.29166667,0,0,-2.165425614,41,1683508,53.68661882,0
12/13/2013,3528,6997.68595,3195,6337.190083,3195,6337.190083,0,0,40.15892132,0,0,5,0,0,0,0,1.842916667,118.8211867,8.1,46.58,95.5,0,0,-0.625838627,23,1684122,53.55809639,0
12/14/2013,3003,5956.363636,3117,6182.479339,3117,6182.479339,0,0,40.12383013,0,0,5,0,0,0,0,0.685416667,0.927087377,5.920833333,42.6575,93.95833333,0,0,0.157847524,41,1683815,53.35820659,0
12/15/2013,2494,4946.77686,3008,5966.280992,3008,5966.280992,0,0,39.76476969,0,0,5,0,0,0,0,0.171666667,0.220861888,5.158333333,41.285,96.08333333,0,0,-0.717027255,27,1682741,53.07635717,0
12/16/2013,5001,9919.338843,3190,6327.272727,3190,6327.272727,0,0,39.87666865,0,0,5,0,0,0,0,1.4575,74.52573393,7.854166667,46.1375,97.79166667,0,0,-1.462808658,32,1686270,53.0311713,0
12/17/2013,3789,7515.371901,3065,6079.338843,3065,6079.338843,0,0,40.0656994,0,0,5,0,0,0,0,0.064166667,0.076207725,6.245833333,43.2425,81.95833333,0,0,0.525281443,23,1687660,52.75887276,0
12/18/2013,1140,2261.157025,3033,6015.867769,3033,6015.867769,0,0,39.73803169,0,0,5,0,0,0,0,0.857083333,101.2697365,8.066666667,46.52,79.29166667,0,0,0.044962897,45,1683815,52.54292287,0
12/19/2013,1557,3088.264463,3223,6392.727273,3223,6392.727273,0,0,39.95188841,0,0,5,0,0,0,0,7.415833333,3915.783643,10.18333333,50.33,98.875,0,0,-7.566423293,36,1680439,52.62474457,0
12/20/2013,1648,3268.760331,3469,6880.661157,3469,6880.661157,0,0,39.25976743,0,0,5,0,0,0,0,2.85125,143.1584639,10.02083333,50.0375,93.20833333,0,0,-7.649710267,36,1676756,52.30284226,0
12/21/2013,2084,4133.553719,3209,6364.958678,3209,6364.958678,0,0,39.59863235,0,0,5,0,0,0,0,0.471666667,0.594139227,7.35,45.23,94.20833333,0,0,0.202627538,36,1674454,51.94512535,0
12/22/2013,2751,5456.528926,3170,6287.603306,3170,6287.603306,0,0,39.60028425,0,0,5,0,0,0,0,2.529166667,38.43392792,13.6125,56.5025,93.70833333,0,0,3.536476005,45,1673534,51.78310101,0
12/23/2013,2558,5073.719008,3692,7322.975207,3692,7322.975207,0,0,39.75876068,0,0,5,0,0,0,0,0.385416667,0.485465492,7.533333333,45.56,90.625,0,0,2.263498704,27,1671232,51.70644435,0
12/24/2013,2781,5516.033058,3393,6729.917355,3393,6729.917355,0,0,39.51712143,0,0,5,0,0,0,0,3.237083333,204.2685474,12.85,55.13,100,0,0,-0.489627011,4,1670010,51.79128358,0
12/25/2013,1768,3506.77686,3198,6343.140496,3198,6343.140496,0,0,39.60793148,0,0,5,0,0,0,0,0.492916667,0.673038828,9.170833333,48.5075,99.375,0,0,-1.190905261,31,1667113,51.81418654,0
12/26/2013,2416,4792.066116,3271,6487.933884,3271,6487.933884,0,0,39.3347675,0,0,5,0,0,0,0,0.128333333,0.152415451,6.833333333,44.3,98.875,0,0,-1.435362348,67,1665284,51.49633692,0
12/27/2013,2947,5845.289256,3363,6670.413223,3363,6670.413223,0,0,39.2916562,0,0,5,0,0,0,0,0.214166667,0.262846395,3.675,38.615,52.375,0,0,-0.346382262,45,1664369,51.27543983,0
12/28/2013,3506,6954.049587,3325,6595.041322,3325,6595.041322,0,0,39.3960421,0,0,5,0,0,0,0,5.830416667,4171.863914,11.66875,53.00375,98.79166667,0,0,-6.453981604,27,1664674,51.34966171,0
12/29/2013,7151,14183.80165,3031,6011.900826,3031,6011.900826,0,0,40.23068143,0,0,5,0,0,0,0,3.600416667,466.5329749,14.16666667,57.5,99.41666667,0,0,-9.419002893,40,1672766,51.44094115,0
12/30/2013,3696,7330.909091,3187,6321.322314,3187,6321.322314,0,0,40.7042321,0,0,5,0,0,0,0,0.364166667,0.449485064,6.429166667,43.5725,74.29166667,0,0,-1.687779982,45,1673687,51.03613638,0
12/31/2013,2817,5587.438017,2941,5833.38843,2941,5833.38843,0,0,40.81848451,0,0,5,0,0,0,0,0.2725,0.330333892,7.504166667,45.5075,91.20833333,0,0,-1.085486864,31,1673380,50.74952493,0
1/1/2014,456,904.4628099,3087,6122.975207,3087,6122.975207,0,0,40.21751946,0,0,5,0,0,0,0,0.814166667,11.5889737,8.520833333,47.3375,91.66666667,0,0,-0.593198347,67,1668028,50.66599755,0
1/2/2014,1389,2755.041322,3230,6406.61157,3230,6406.61157,0,0,40.61756173,0,0,5,0,0,0,0,0.406666667,0.521445921,8.933333333,48.08,95.25,0,0,0.716574587,81,1664216,50.45798403,0
1/3/2014,1354,2685.619835,3086,6120.991736,3086,6120.991736,0,0,40.77720397,0,0,5,0,0,0,0,0.064166667,0.076207725,8.420833333,47.1575,96,0,0,1.700767328,36,1660710,50.21392227,0
1/4/2014,890,1765.289256,2944,5839.338843,2944,5839.338843,0,0,40.39103329,0,0,5,0,0,0,0,6.237916667,3215.783716,12.01458333,53.62625,106.0833333,0,0,-10.2315695,22,1656593,50.68706855,0
1/5/2014,2158,4280.330579,2641,5238.347107,2641,5238.347107,0,0,40.26883925,0,0,5,0,0,0,0,3.6875,609.2606431,14.11666667,57.41,104.2083333,0,0,-13.60502746,54,1655527,50.54443994,0
1/6/2014,3423,6789.421488,2837,5627.107438,2837,5627.107438,0,0,40.94518982,0,0,5,0,0,0,0,0.364166667,0.449485064,6.5125,43.7225,54.875,0,0,-3.241740079,49,1656593,50.21111324,0
1/7/2014,2725,5404.958678,2603,5162.975207,2603,5162.975207,0,0,41.0181593,0,0,5,0,0,0,0,0.331666667,0.397809398,6.045833333,42.8825,74.375,0,0,-1.668442248,45,1656745,49.92447719,0
1/8/2014,3107,6162.644628,2759,5472.396694,2759,5472.396694,0,0,41.16652598,0,0,5,0,0,0,0,0.6425,0.853042862,6.291666667,43.325,72.29166667,0.279,0.010984252,-0.268645305,40,1657355,49.77751067,0
1/9/2014,3283,6511.735537,2777,5508.099174,2777,5508.099174,0,0,41.36817924,0,0,5,0,0,0,0,0.482222222,0.614138273,7.200694444,44.96125,77.08333333,0,0,4.12054384,45,1658270,49.66644901,0
1/10/2014,2610,5176.859504,3117,6182.479339,3117,6182.479339,0,0,41.46008316,0,0,5,0,0,0,0,0.256666667,0.304830901,6.929166667,44.4725,88.08333333,0,0,2.126926016,31,1657203,49.56419437,0
1/11/2014,2848,5648.92562,3138,6224.132231,3138,6224.132231,0,0,41.38160244,0,0,5,0,0,0,0,2.077916667,175.8797289,6.972222222,44.55,43.91666667,1.708666667,0.067270341,4.671108076,18,1656593,49.2970715,0
1/12/2014,2663,5281.983471,3048,6045.619835,3048,6045.619835,0,0,41.48423284,0,0,5,0,0,0,0,2.357916667,145.6311655,6.946527778,44.50375,103.375,0,0,0.867410188,0,1655830,49.42214571,0
1/13/2014,3622,7184.132231,2745,5444.628099,2745,5444.628099,0,0,41.52193841,0,0,5,0,0,0,0,3.815972222,410.704338,13.71388889,56.685,111.6666667,0,0,1.002555908,31,1657508,49.75556521,0
1/14/2014,2475,4909.090909,2729,5412.892562,2729,5412.892562,0,0,41.53870613,0,0,5,0,0,0,0,4.039791667,258.9754159,15.92291667,60.66125,112.25,0,0,-4.946126443,54,1656898,49.85920285,0
1/15/2014,2381,4722.644628,2695,5345.454545,2681,5317.68595,14,27.76859504,41.43785757,0,0,5,0,0,1,0,3.890416667,398.4854475,17.63333333,63.74,115.5,0,0,-7.32586996,71,1656135,49.80649597,0
1/16/2014,3336,6616.859504,2893,5738.181818,2893,5738.181818,0,0,41.92531357,0,0,5,0,0,0,0,2.915416667,160.2449396,15.13125,59.23625,117.0416667,0,0,-7.460681333,58,1656898,49.67134343,0
1/17/2014,3085,6119.008264,2914,5779.834711,2914,5779.834711,0,0,41.90594541,0,0,5,0,0,0,0,0.128333333,0.152415451,9.516666667,49.13,114.5416667,0,0,-3.320138322,94,1657050,49.34208329,0
1/18/2014,2792,5537.85124,2820,5593.38843,2820,5593.38843,0,0,41.81449777,0,0,5,0,0,0,0,1.368333333,1.785737111,10.69,51.242,130.125,0,0,-2.228389924,49,1656898,48.99808899,0
1/19/2014,2899,5750.082645,2795,5543.801653,2795,5543.801653,0,0,42.03741537,0,0,5,0,0,0,0,0.128333333,0.152415451,8.425,47.165,122.9166667,0,0,-1.945277634,27,1657050,48.88440942,0
1/20/2014,3349,6642.644628,2671,5297.85124,2671,5297.85124,0,0,42.01484723,0,0,5,0,0,0,0,0.385416667,0.485465492,8.879166667,47.9825,120.0833333,0,0,-3.953208637,63,1658270,48.84862976,0
1/21/2014,3486,6914.380165,2804,5561.652893,2804,5561.652893,0,0,41.74384845,0,0,5,0,0,0,0,0.771666667,0.967416566,8.870833333,47.9675,120.0833333,0,0,-4.470669561,67,1659490,48.76611364,0
1/22/2014,2798,5549.752066,2894,5740.165289,2894,5740.165289,0,0,41.54460066,0,0,5,0,0,0,0,4.05125,740.9306893,14.975,58.955,119.625,0,0,-7.162370795,58,1659185,48.77782737,0
1/23/2014,2728,5410.909091,2802,5557.68595,2802,5557.68595,0,0,41.795256,0,5,5,0,0,0,0,6.859166667,2904.788049,17.2,62.96,121.6666667,0,0,-5.990204063,80,1658880,49.44864162,0
1/24/2014,2629,5214.545455,3078,6105.123967,3078,6105.123967,0,0,41.98483391,0,5,5,0,0,0,0,2.787083333,138.3047111,16.27916667,61.3025,118.7916667,0,0,-4.167979086,89,1657813,49.31743245,0
1/25/2014,2827,5607.272727,2714,5383.140496,2714,5383.140496,0,0,42.13982312,0,5,5,0,0,0,0,1.070833333,11.85927727,11.60416667,52.8875,123.2083333,0,0,-3.65296438,36,1657965,49.09219547,0
1/26/2014,3243,6432.396694,2506,4970.578512,2506,4970.578512,0,0,42.03083987,0,5,5,0,0,0,0,0.514166667,0.636123734,9.258333333,48.665,124.75,0,0,-2.660548862,45,1659337,48.83338614,0
1/27/2014,2868,5688.595041,3040,6029.752066,3040,6029.752066,0,0,42.10655998,0,5,5,0,0,0,0,0.449583333,0.561673218,9.008333333,48.215,65.83333333,0.025,0.000984252,0.343619364,58,1658880,48.66598621,0
1/28/2014,3082,6113.057851,3332,6608.92562,3332,6608.92562,0,0,42.48183213,0,5,5,0,0,0,0,0.128333333,0.152415451,13.47916667,56.2625,66.08333333,0.025,0.000984252,3.426278694,58,1658270,48.64091363,0
1/29/2014,3143,6234.049587,3162,6271.735537,3162,6271.735537,0,0,42.91370878,0,5,5,0,0,0,0,0.431875,0.522059443,11.02673611,51.848125,25.45833333,7.079666667,0.278727034,8.013266411,58,1658118,48.52576547,0
1/30/2014,2704,5363.305785,2999,5948.429752,2999,5948.429752,0,0,43.19682346,0,5,5,0,0,0,0,2.234875,40.40835389,11.44097222,52.59375,109.4583333,0,0,3.997711523,13,1657508,48.52102659,0
1/31/2014,2519,4996.363636,3343,6630.743802,3343,6630.743802,0,0,42.80421605,0,5,5,0,0,0,0,2.894166667,114.8034388,8.470833333,47.2475,131.875,0,0,-3.386116339,22,1655830,48.56240669,0
2/1/2014,2622,5200.661157,3350,6644.628099,3350,6644.628099,0,0,42.37472521,0,5,5,0,0,0,0,1.393333333,12.38771979,7.075,44.735,138.25,0,0,-4.174096937,36,1654315,48.46605764,0
2/2/2014,2457,4873.38843,3261,6468.099174,3261,6468.099174,0,0,42.4512795,0,5,5,0,0,0,0,1.52125,26.39427443,6.341666667,43.415,90.125,0,0,-1.388629429,36,1652648,48.26378003,0
2/3/2014,2999,5948.429752,3354,6652.561983,3354,6652.561983,0,0,42.54408578,0,5,5,0,0,0,0,0.535,0.673861371,4.65,40.37,138.625,0,0,-2.03720598,27,1651891,48.1341377,0
2/4/2014,2985,5920.661157,3331,6606.942149,3331,6606.942149,0,0,42.83661256,0,5,5,0,0,0,0,0.642916667,0.859677498,4.625,40.325,124.75,0,0,-4.547399022,36,1651133,48.11420092,0
2/5/2014,4559,9042.644628,3144,6236.033058,3144,6236.033058,0,0,42.9478245,0,5,5,0,0,0,0,1.177916667,61.06630823,4.766666667,40.58,122.0833333,0.725,0.028543307,-1.620202819,40,1653860,48.05727067,0
2/6/2014,5318,10548.09917,3312,6569.256198,3312,6569.256198,0,0,43.13159129,0,5,5,0,0,0,0,0.997736111,1.212191224,5.324583333,41.58425,21.125,10.67365,0.420222441,4.821877696,13,1657813,47.90689785,0
2/7/2014,3097,6142.809917,3238,6422.479339,3238,6422.479339,0,0,41.63268537,0,5,5,0,0,0,0,8.917361111,8352.625165,8.638194444,47.54875,12.41666667,14.68766667,0.578254593,8.010941591,13,1657508,47.5360453,0
2/8/2014,6419,12731.90083,3774,7485.619835,3774,7485.619835,0,0,43.76455096,0,5,5,0,0,0,0,4.789611111,935.5138971,10.70861111,51.2755,14.75,26.4778,1.042433071,10.36805141,416,1661929,47.65300482,0
2/9/2014,5976,11853.22314,3779,7495.53719,3779,7495.53719,0,0,44.04554586,0,5,5,0,0,0,0,1.044054563,1.259080072,11.38147817,52.48666071,20.5,30.86154524,1.215021466,11.36217695,45,1666198,47.73504394,0
2/10/2014,5878,11658.84298,4079,8090.578512,4079,8090.578512,0,0,44.01069611,0,5,5,0,0,0,0,0.692777778,0.849974448,11.25430556,52.25775,145.25,0,0,7.996828271,108,1669553,47.859413,0
2/11/2014,4589,9102.14876,3415,6773.553719,3415,6773.553719,0,0,44.39060294,0,5,5,0,0,0,0,0.769638889,0.965154208,10.55694444,51.0025,113.3333333,0.1,0.003937008,6.368650444,18,1671846,47.89088143,0
2/12/2014,4770,9461.157025,3496,6934.214876,3496,6934.214876,0,0,44.43483794,0,5,5,0,0,0,0,2.439611111,348.7218651,11.22458333,52.20425,56.25,4.343,0.170984252,9.159183783,36,1674301,47.74233491,0
2/13/2014,5564,11036.03306,3152,6251.900826,3152,6251.900826,0,0,45.10550146,0,5,5,0,0,0,0,0.971458333,1.178245367,12.43333333,54.38,41.125,3.399333333,0.133832021,11.98058446,14,1679058,47.67026377,0
2/14/2014,6208,12313.38843,2864,5680.661157,2864,5680.661157,0,0,45.95156625,0,5,5,0,0,0,0,3.181777778,335.0637055,14.26791667,57.68225,57.45833333,0,0,12.6450956,18,1685656,47.50163619,0
2/15/2014,7543,14961.32231,2595,5147.107438,2595,5147.107438,0,0,46.51207422,0,5,5,0,0,0,0,6.688388889,3821.642907,13.75180556,56.75325,28.5,13.1806,0.51892126,10.97126348,45,1695381,47.34450545,0
2/16/2014,7441,14759.00826,2466,4891.239669,2466,4891.239669,0,0,46.02300641,0,5,5,0,0,0,0,1.328333333,1.743845702,9.754166667,49.5575,163.3333333,0,0,2.896272194,59,1705132,47.38562691,0
2/17/2014,5678,11262.14876,2691,5337.520661,2691,5337.520661,0,0,45.61138454,0,5,5,0,0,0,0,1.542083333,34.82309805,8.6625,47.5925,136,0,0,2.947280845,9,1711038,47.52076526,0
2/18/2014,5179,10272.39669,2492,4942.809917,2492,4942.809917,0,0,45.72220892,0,5,0,0,0,0,0,2.765,341.6559629,11.22083333,52.1975,121.6666667,0,0,4.886207932,23,1716322,48.00624137,0
2/19/2014,4832,9584.132231,3620,7180.165289,3620,7180.165289,0,0,46.11289306,0,5,0,0,0,0,0,2.870833333,119.9662508,12.0875,53.7575,167.4583333,0.05,0.001968504,-0.330707325,37,1718653,48.60393706,0
2/20/2014,3464,6870.743802,2322,4605.619835,2322,4605.619835,0,0,45.62867745,0,5,0,0,0,0,0,3.177083333,277.7114734,12.55583333,54.6005,157.0416667,0,0,0.303492188,46,1720827,48.90988121,0
2/21/2014,4102,8136.198347,2467,4893.22314,2467,4893.22314,0,0,45.80547315,0,5,0,0,0,0,0,3.682916667,222.8619509,14.46208333,58.03175,164.3333333,0,0,1.894485614,69,1723933,48.98939646,0
2/22/2014,4476,8878.016529,2569,5095.53719,2569,5095.53719,0,0,45.91905988,0,5,0,0,0,0,0,2.507916667,101.3158114,14.28333333,57.71,180.7083333,0,0,-1.504942478,28,1727660,49.08767053,0
2/23/2014,4285,8499.173554,2678,5311.735537,2678,5311.735537,0,0,46.24461267,0,5,0,0,0,0,0,0.856666667,1.051385579,11.0125,51.8225,177.0833333,0,0,2.364640141,41,1730766,49.19211884,0
2/24/2014,3392,6727.933884,2714,5383.140496,2714,5383.140496,0,0,46.45299886,0,5,0,0,0,0,0,0.770833333,0.940954635,12.7375,54.9275,175.2083333,0,0,3.549309383,51,1732009,49.25223164,0
2/25/2014,3147,6241.983471,2890,5732.231405,2794,5541.818182,96,190.4132231,46.54522615,0,5,0,0,0,1,0,0.9,1.235646713,13.04166667,55.475,167.4166667,0,0,4.475937397,23,1732474,49.32087931,0
2/26/2014,4802,9524.628099,3061,6071.404959,3061,6071.404959,0,0,46.49104374,0,5,0,0,0,0,0,1.829402778,2.40466074,10.62527778,51.1255,28.04166667,40.91376667,1.610778215,9.292259383,9,1735910,49.28114717,0
2/27/2014,12007,23815.53719,2132,4228.760331,2132,4228.760331,0,0,46.51152432,0,5,0,0,0,0,0,6.630486111,5160.021636,11.88402778,53.39125,90.33333333,4.9115,0.193366142,9.920619059,5,1755488,49.02664664,0
2/28/2014,11328,22468.76033,2336,4633.38843,2336,4633.38843,0,0,46.5298508,0,5,0,0,0,0,0,2.262152778,24.19950973,10.51840278,50.933125,43.70833333,22.26183333,0.876450131,8.892425277,5,1773314,49.18910602,0
3/1/2014,6772,13432.06612,2732,5418.842975,2732,5418.842975,0,0,47.14120649,0,5,0,0,0,0,0,1.436236111,1.877046657,12.07291667,53.73125,112.7916667,13.0917,0.51542126,9.297940684,47,1781234,49.10883877,0
3/2/2014,8764,17383.1405,2497,4952.727273,2497,4952.727273,0,0,47.6187512,0,5,0,0,0,0,0,4.626944444,1372.403902,12.32430556,54.18375,23.66666667,2.103,0.082795276,11.11150944,5,1793654,48.95022137,0
3/3/2014,18886,37459.83471,2762,5478.347107,2762,5478.347107,0,0,47.67346503,0,5,0,0,0,0,0,5.972916667,2177.288007,11.08125,51.94625,21.20833333,27.38,1.077952756,9.95961719,14,1825609,48.30249162,0
3/4/2014,16030,31795.04132,2262,4486.61157,2262,4486.61157,0,0,47.81736545,0,5,0,0,0,0,0,0.742777778,0.882184052,12.14861111,53.8675,114.875,2.309666667,0.090931759,10.10845522,10,1852898,48.79726244,0
3/5/2014,14396,28554.04959,2383,4726.61157,2383,4726.61157,0,0,48.28862621,0,5,0,0,0,0,0,4.267361111,2757.368701,13.10972222,55.5975,31.625,9.7205,0.38269685,11.90548604,29,1876668,49.08551931,0
3/6/2014,16999,33717.02479,1844,3657.520661,1844,3657.520661,0,0,48.23239626,0,5,0,0,0,0,0,3.247777778,270.59085,12.72534722,54.905625,122.4583333,4.837833333,0.190465879,8.823540305,39,1906650,48.79397316,0
3/7/2014,12912,25610.57851,2265,4492.561983,2265,4492.561983,0,0,47.87988332,0,5,0,0,0,0,0,2.85125,193.9427236,13.12916667,55.6325,204.2083333,0,0,4.76709726,30,1927708,49.50331187,0
3/8/2014,9375,18595.04132,2582,5121.322314,2582,5121.322314,0,0,48.03893954,0,5,0,0,0,0,0,2.0575,29.72884015,13.2625,55.8725,170.5416667,1.549,0.060984252,6.85492477,5,1941172,49.55335287,0
3/9/2014,10423,20673.71901,1619,3211.239669,1619,3211.239669,0,0,48.53435534,0,5,0,0,0,0,0,1.451702899,1.763056841,12.65869565,54.78565217,43.30434783,8.921666667,0.351246719,11.90475602,20,1958595,49.61394003,0
3/10/2014,13121,26025.12397,1853,3675.371901,1853,3675.371901,0,0,48.39826466,0,5,0,0,0,0,0,2.187986111,107.654824,13.52083333,56.3375,190.25,3.665666667,0.144317585,5.260032573,15,1980915,49.75053632,0
3/11/2014,11368,22548.09917,1752,3475.041322,1752,3475.041322,0,0,48.00247421,0,5,0,0,0,0,0,6.965833333,3057.947336,13.975,57.155,220.5,0,0,-2.841471756,10,1999968,50.07258762,0
3/12/2014,9743,19324.95868,1112,2205.619835,1112,2205.619835,0,0,48.09548789,0,5,0,0,0,0,0,3.194166667,272.8736426,15.49166667,59.885,224.7916667,0,0,-2.749069877,10,2017067,49.94971964,0
3/13/2014,9039,17928.59504,1548,3070.413223,1548,3070.413223,0,0,48.39901023,0,5,0,0,0,0,0,0.9425,1.161816523,13.43333333,56.18,220.0833333,0,0,1.752685467,51,2031824,49.96777426,0
3/14/2014,6172,12241.98347,1785,3540.495868,1785,3540.495868,0,0,48.65208497,0,5,0,0,0,0,0,1.22375,1.610342021,14.88333333,58.79,204.7083333,0,0,4.847851464,77,2040373,49.79327683,0
3/15/2014,6577,13045.28926,1915,3798.347107,1915,3798.347107,0,0,48.7500696,0,5,0,0,0,0,0,1.88625,18.94101147,17.50416667,63.5075,224.6666667,0,0,1.803447619,87,2049447,50.18595869,0
3/16/2014,5185,10284.29752,2550,5057.85124,2550,5057.85124,0,0,48.99107826,0,5,0,0,0,0,0,2.33625,198.2645449,15.55833333,60.005,216.25,0,0,4.546438134,82,2054510,50.2640206,0
3/17/2014,6349,12593.05785,2400,4760.330579,2400,4760.330579,0,0,48.96637791,0,5,0,0,0,0,0,4.309166667,746.0958905,14.4,57.92,232.125,0,0,-1.197753327,77,2062190,50.70221832,0
3/18/2014,4934,9786.446281,2983,5916.694215,2983,5916.694215,0,0,48.82210054,0,5,0,0,0,0,0,7.267083333,4378.284522,15.00416667,59.0075,232.6666667,0,0,-4.604186098,98,2065865,51.22305383,0
3/19/2014,4994,9905.454545,3661,7261.487603,3661,7261.487603,0,0,48.82044934,0,5,0,0,0,0,0,1.392083333,1.817969769,13.475,56.255,230.7083333,0,0,-0.932260163,93,2068324,50.88175135,0
3/20/2014,5501,10911.07438,2413,4786.115702,2413,4786.115702,0,0,48.99597513,0,5,0,0,0,0,0,1.05,1.344838881,13.84583333,56.9225,239.5833333,0,0,0.632249514,78,2074294,50.40527339,0
3/21/2014,4397,8721.322314,2533,5024.132231,2533,5024.132231,0,0,49.08757399,0,5,0,0,0,0,0,3.000416667,299.6539017,16.06666667,60.92,237.3333333,0,0,-0.881724008,93,2077806,50.67412566,0
3/22/2014,3564,7069.090909,2565,5087.603306,2565,5087.603306,0,0,49.20136878,0,5,0,0,0,0,0,2.656666667,163.216443,16.43472222,61.5825,242.625,0,0,-3.92085339,114,2079562,51.2669628,0
3/23/2014,4377,8681.652893,2860,5672.727273,2860,5672.727273,0,0,49.42171699,0,5,0,0,0,0,0,1.114166667,1.455573935,14.42083333,57.9575,239.125,0,0,1.814741536,99,2082375,50.75587192,0
3/24/2014,4690,9302.479339,2988,5926.61157,2988,5926.61157,0,0,49.81497325,0,5,0,0,0,0,0,1.13625,12.06690246,14.4,57.92,234.5416667,0,0,3.809240732,99,2085555,50.50468142,0
3/25/2014,3332,6608.92562,2898,5748.099174,2898,5748.099174,0,0,49.52825696,0,5,0,0,0,0,0,1.640798611,68.04514765,9.761458333,49.570625,63.66666667,10.62933333,0.41847769,7.278623747,78,2086261,50.31858305,0
3/26/2014,5891,11684.6281,3020,5990.082645,3020,5990.082645,0,0,49.71509506,0,5,0,0,0,0,0,4.365833333,1744.922796,10.01805556,50.0325,84.70833333,4.976,0.195905512,8.29110067,21,2091914,49.84940985,0
3/27/2014,5218,10349.75207,2410,4780.165289,2410,4780.165289,0,0,49.71890334,0,5,0,0,0,0,0,3.044791667,296.0606803,11.1,51.98,150.1666667,1.062,0.041811024,8.058747201,47,2097390,49.57181824,0
3/28/2014,11396,22603.63636,3061,6071.404959,3061,6071.404959,0,0,49.98464618,0,5,0,0,0,0,0,7.223333333,4282.386961,13.00208333,55.40375,53.875,3.806,0.14984252,10.2789743,10,2113902,49.5289956,0
3/29/2014,21969,43574.87603,1432,2840.330579,1432,2840.330579,0,0,49.48960649,0,5,0,0,0,0,0,3.404548611,625.88846,11.77395833,53.193125,73.95833333,13.5685,0.534192913,10.43361835,32,2154574,49.23275787,0
